year,end_mounth,subject,factor_1,delta_factor_1,per_mounth_factor_1,factor_2,delta_factor_2,per_mounth_factor_2,factor_3,delta_factor_3,per_mounth_factor_3,factor_4,delta_factor_4,per_mounth_factor_4,factor_5,delta_factor_5,per_mounth_factor_5,factor_6,delta_factor_6,per_mounth_factor_6,factor_7,delta_factor_7,per_mounth_factor_7,factor_8,delta_factor_8,per_mounth_factor_8,factor_9,delta_factor_9,per_mounth_factor_9,factor_10,delta_factor_10,per_mounth_factor_10,factor_11,delta_factor_11,per_mounth_factor_11,factor_12,delta_factor_12,per_mounth_factor_12,factor_13,delta_factor_13,per_mounth_factor_13,factor_14,delta_factor_14,per_mounth_factor_14,factor_15,delta_factor_15,per_mounth_factor_15,factor_16,delta_factor_16,per_mounth_factor_16,factor_17,delta_factor_17,per_mounth_factor_17,factor_18,delta_factor_18,per_mounth_factor_18
2017,8,Еврейская АО,142,11,11,23,4,4,191,11,11,10.74766355,1.199924857000001,1.199924857000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Еврейская АО,165,23,23,25,2,2,215,24,24,10.41666667,-0.3309968800000007,-0.3309968800000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Еврейская АО,186,21,21,27,2,2,245,30,30,9.926470588,-0.49019608199999887,-0.49019608199999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Еврейская АО,218,32,16,32,5,2.5,301,56,28,9.60960961,-0.3168609780000011,-0.15843048900000056,19.48641127,19.48641127,1.7714919336363637,6.495351764,6.495351764,0.590486524,50749,50749,4613.545454545455,37163,37163,3378.4545454545455,8623,8623,783.9090909090909,726,726,66,35158,17395,2899.1666666666665,22237,10623,1770.5,3205,1525,254.16666666666666,150,62,10.333333333333334,12962,5333,888.8333333333334,2922,1308,218,148,61,10.166666666666666,16032,6702,1117
2017,1,Чукотский АО,2,2,2,,,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Чукотский АО,4,2,2,,,,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Чукотский АО,6,2,2,,,,8,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Чукотский АО,8,2,2,,,,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Чукотский АО,12,4,4,2,2,0.5,13,3,3,13.33333333,13.33333333,3.3333333325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Чукотский АО,13,1,1,3,1,1,14,1,1,17.64705882,4.313725490000001,4.313725490000001,,,,,,,,,,,,,,,,,,,4678,4678,935.6,4250,4250,850,322,322,64.4,41,41,8.2,2201,2201,440.2,315,315,63,40,40,8,2556,2556,511.2
2017,7,Чукотский АО,17,4,4,3,0,0,18,4,4,14.28571429,-3.361344530000002,-3.361344530000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Чукотский АО,20,3,3,3,0,0,21,3,3,12.5,-1.7857142899999996,-1.7857142899999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Чукотский АО,25,5,5,5,2,2,25,4,4,16.66666667,4.1666666700000015,4.1666666700000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Чукотский АО,27,2,2,5,0,0,27,2,2,15.625,-1.0416666700000015,-1.0416666700000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Чукотский АО,31,4,2,5,0,0,31,4,2,13.88888889,-1.7361111099999995,-0.8680555549999998,10.03572719,10.03572719,0.9123388354545454,3.871467286,3.871467286,0.3519515714545455,14033,14033,1275.7272727272727,7778,7778,707.0909090909091,3144,3144,285.8181818181818,454,454,41.27272727272727,9112,4434,739,8254,4004,667.3333333333334,567,245,40.833333333333336,156,115,19.166666666666668,8125,5924,987.3333333333334,526,211,35.166666666666664,54,14,2.3333333333333335,8705,6149,1024.8333333333333
2017,1,Всего по России,11095,11095,11095,1300,1300,1300,14861,14861,14861,8.04405668,8.04405668,8.04405668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,2,Всего по России,21346,10251,10251,2333,1033,1033,28103,13242,13242,7.665264818,-0.3787918620000008,-0.3787918620000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,3,Всего по России,31706,10360,10360,3368,1035,1035,41045,12942,12942,7.583365231,-0.08189958699999966,-0.08189958699999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,4,Всего по России,42604,10898,10898,4515,1147,1147,54793,13748,13748,7.612800971,0.029435740000000266,0.029435740000000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,5,Всего по России,55517,12913,12913,5827,1312,1312,70958,16165,16165,7.588721756,-0.02407921500000043,-0.02407921500000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,6,Всего по России,69927,14410,14410,7418,1591,1591,89475,18517,18517,7.655867813,0.06714605700000043,0.06714605700000043,,,,,,,,,,,,,,,,,,,50486924,50486924,10097384.8,12949787,12949787,2589957.4,1443328,1443328,288665.6,132098,132098,26419.6,10625201,10625201,2125040.2,1392104,1392104,278420.8,132662,132662,26532.4,12149967,12149967,2429993.4
2017,7,Всего по России,86147,16220,16220,9332,1914,1914,110673,21198,21198,7.776342652,0.12047483899999989,0.12047483899999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,8,Всего по России,103322,17175,17175,11374,2042,2042,132660,21987,21987,7.896746601,0.12040394899999995,0.12040394899999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,9,Всего по России,120069,16747,16747,13305,1931,1931,153617,20957,20957,7.970788752,0.07404215099999956,0.07404215099999956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,10,Всего по России,137589,17520,17520,15390,2085,2085,175258,21641,21641,8.072468633,0.10167988099999992,0.10167988099999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,12,Всего по России,169432,31843,15921.5,19088,3698,1849,215374,40116,20058,8.141191323,0.06872268999999953,0.034361344999999766,13.00233756,13.00233756,1.1820306872727273,3.377093599,3.377093599,0.30700850900000004,59790435,59790435,5435494.090909091,46887145,46887145,4262467.7272727275,6433532,6433532,584866.5454545454,895537,895537,81412.45454545454,111443741,60956817,10159469.5,24435335,11485548,1914258,2834369,1391041,231840.16666666666,250231,118133,19688.833333333332,21067913,10442712,1740452,2723923,1331819,221969.83333333334,247546,114884,19147.333333333332,24039382,11889415,1981569.1666666667
2017,12,Южный фед.округ,18518,18518,1543.1666666666667,2591,2591,215.91666666666666,23277,23277,1939.75,10.01623628,10.01623628,0.8346863566666666,15.77141324,15.77141324,1.3142844366666666,4.073279413,4.073279413,0.3394399510833333,6815887,6815887,567990.5833333334,5333711,5333711,444475.9166666667,669701,669701,55808.416666666664,100321,100321,8360.083333333334,8152250,8152250,679354.1666666666,2103610,2103610,175300.83333333334,220356,220356,18363,3458,3458,288.1666666666667,1797131,1797131,149760.91666666666,212397,212397,17699.75,3434,3434,286.1666666666667,2012962,2012962,167746.83333333334
2017,12,Крымский ФО,,,,,,,,,,,,,,,,,,,532832,532832,44402.666666666664,433401,433401,36116.75,53331,53331,4444.25,8478,8478,706.5,266087,266087,22173.916666666668,204067,204067,17005.583333333332,10284,10284,857,39,39,3.25,198565,198565,16547.083333333332,10252,10252,854.3333333333334,39,39,3.25,208856,208856,17404.666666666668
2018,1,Центральный фед.округ,2788,2788,2788,312,312,312,3563,3563,3563,8.051612903,8.051612903,8.051612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,Центральный фед.округ,4907,2119,2119,508,196,196,6235,2672,2672,7.533738692,-0.5178742110000005,-0.5178742110000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,Центральный фед.округ,7313,2406,2406,755,247,247,9271,3036,3036,7.530420906,-0.0033177860000002113,-0.0033177860000002113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,Центральный фед.округ,9998,2685,2685,1020,265,265,12565,3294,3294,7.508281192,-0.0221397139999997,-0.0221397139999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5,Центральный фед.округ,13608,3610,3610,1337,317,317,16951,4386,4386,7.310804899,-0.19747629300000025,-0.19747629300000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,Центральный фед.округ,17300,3692,3692,1732,395,395,21693,4742,4742,7.393810032,0.08300513300000034,0.08300513300000034,,,,,,,,,,,,,,,,,,,24197059,24197059,4839411.8,2657132,2657132,531426.4,310827,310827,62165.4,27457,27457,5491.4,2213947,2213947,442789.4,302851,302851,60570.2,26493,26493,5298.6,15728668,15728668,3145733.6
2018,7,Центральный фед.округ,21121,3821,3821,2201,469,469,26487,4794,4794,7.672197434,0.2783874019999999,0.2783874019999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,Центральный фед.округ,25297,4176,4176,2712,511,511,31783,5296,5296,7.862008987,0.1898115530000002,0.1898115530000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,9,Центральный фед.округ,29343,4046,4046,3218,506,506,36769,4986,4986,8.047615475,0.18560648800000035,0.18560648800000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,10,Центральный фед.округ,33372,4029,4029,3672,454,454,41733,4964,4964,8.087215064,0.039599588999999824,0.039599588999999824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,11,Центральный фед.округ,36957,3585,3585,4063,391,391,46065,4332,4332,8.105250559,0.018035494999999457,0.018035494999999457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,12,Центральный фед.округ,40975,4018,4018,4481,418,418,51201,5136,5136,8.047483927,-0.05776663199999987,-0.05776663199999987,11.39872535,11.39872535,1.036247759090909,2.922544039,2.922544039,0.26568582172727273,16246450,16246450,1476950,12983883,12983883,1180353,1595178,1595178,145016.18181818182,196960,196960,17905.454545454544,58838046,34640987,5773497.833333333,5293258,2636126,439354.3333333333,564621,253794,42299,49884,22427,3737.8333333333335,4726500,2512553,418758.8333333333,539593,236742,39457,46877,20384,3397.3333333333335,49692355,33963687,5660614.5
2018,1,Белгородская область,91,91,91,8,8,8,126,126,126,5.970149254,5.970149254,5.970149254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,Белгородская область,154,63,63,19,11,11,208,82,82,8.370044053,2.399894799000001,2.399894799000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,Белгородская область,233,79,79,26,7,7,312,104,104,7.692307692,-0.6777363610000009,-0.6777363610000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,Белгородская область,323,90,90,32,6,6,426,114,114,6.986899563,-0.7054081290000003,-0.7054081290000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5,Белгородская область,417,94,94,40,8,8,538,112,112,6.920415225,-0.06648433799999953,-0.06648433799999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,Белгородская область,521,104,104,60,20,20,664,126,126,8.287292818,1.366877592999999,1.366877592999999,,,,,,,,,,,,,,,,,,,653005,653005,130601,84112,84112,16822.4,11472,11472,2294.4,538,538,107.6,70923,70923,14184.6,11472,11472,2294.4,521,521,104.2,639735,639735,127947
2018,7,Белгородская область,650,129,129,82,22,22,833,169,169,8.961748634,0.674455816,0.674455816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,Белгородская область,776,126,126,94,12,12,1006,173,173,8.545454545,-0.4162940889999991,-0.4162940889999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,9,Белгородская область,903,127,127,106,12,12,1153,147,147,8.419380461,-0.12607408400000075,-0.12607408400000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,10,Белгородская область,1050,147,147,126,20,20,1333,180,180,8.63605209,0.21667162900000037,0.21667162900000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,11,Белгородская область,1180,130,130,142,16,16,1484,151,151,8.733087331,0.09703524100000038,0.09703524100000038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,12,Белгородская область,1277,97,97,155,13,13,1600,116,116,8.831908832,0.09882150099999976,0.09882150099999976,10.00080006,10.00080006,0.9091636418181818,2.481854442,2.481854442,0.2256231310909091,670249,670249,60931.72727272727,519553,519553,47232.09090909091,70639,70639,6421.727272727273,7888,7888,717.0909090909091,1553725,900720,150120,153812,69700,11616.666666666666,21495,10023,1670.5,908,370,61.666666666666664,137333,66410,11068.333333333334,19208,7736,1289.3333333333333,821,300,50,1475797,836062,139343.66666666666
2018,1,Брянская область,95,95,95,12,12,12,112,112,112,9.677419355,9.677419355,9.677419355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,Брянская область,148,53,53,20,8,8,179,67,67,10.05025126,0.37283190499999996,0.37283190499999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,Брянская область,203,55,55,29,9,9,243,64,64,10.66176471,0.6115134500000003,0.6115134500000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,Брянская область,283,80,80,42,13,13,343,100,100,10.90909091,0.24732619999999983,0.24732619999999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5,Брянская область,382,99,99,52,10,10,466,123,123,10.03861004,-0.8704808699999997,-0.8704808699999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,Брянская область,510,128,128,70,18,18,612,146,146,10.26392962,0.22531958000000074,0.22531958000000074,,,,,,,,,,,,,,,,,,,371804,371804,74360.8,92598,92598,18519.6,10245,10245,2049,1883,1883,376.6,41302,41302,8260.4,9852,9852,1970.4,1883,1883,376.6,174434,174434,34886.8
2018,7,Брянская область,644,134,134,85,15,15,784,172,172,9.781357883,-0.48257173700000067,-0.48257173700000067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,Брянская область,785,141,141,102,17,17,960,176,176,9.604519774,-0.1768381090000002,-0.1768381090000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,9,Брянская область,899,114,114,116,14,14,1082,122,122,9.682804674,0.07828489999999988,0.07828489999999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,10,Брянская область,1033,134,134,143,27,27,1226,144,144,10.44558072,0.7627760460000008,0.7627760460000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,11,Брянская область,1145,112,112,159,16,16,1358,132,132,10.48121292,0.035632200000000225,0.035632200000000225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,12,Брянская область,1263,118,118,178,19,19,1507,149,149,10.56379822,0.08258529999999986,0.08258529999999986,14.69881468,14.69881468,1.33625588,5.764846098,5.764846098,0.524076918,335802,335802,30527.454545454544,260876,260876,23716,30287,30287,2753.3636363636365,7070,7070,642.7272727272727,851304,479500,79916.66666666667,174116,81518,13586.333333333334,21675,11430,1905,3670,1787,297.8333333333333,159954,118652,19775.333333333332,20617,10765,1794.1666666666667,3670,1787,297.8333333333333,554231,379797,63299.5
2018,1,Владимирская область,167,167,167,14,14,14,230,230,230,5.737704918,5.737704918,5.737704918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,Владимирская область,284,117,117,29,15,15,369,139,139,7.286432161,1.5487272429999992,1.5487272429999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,Владимирская область,414,130,130,50,21,21,534,165,165,8.561643836,1.2752116750000004,1.2752116750000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,Владимирская область,560,146,146,70,20,20,734,200,200,8.706467662,0.14482382599999966,0.14482382599999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5,Владимирская область,776,216,216,92,22,22,1024,290,290,8.243727599,-0.46274006300000003,-0.46274006300000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,Владимирская область,1004,228,228,118,26,26,1330,306,306,8.149171271,-0.09455632799999947,-0.09455632799999947,,,,,,,,,,,,,,,,,,,316967,316967,63393.4,119808,119808,23961.6,17598,17598,3519.6,1332,1332,266.4,89856,89856,17971.2,16014,16014,3202.8,1332,1332,266.4,267820,267820,53564
2018,7,Владимирская область,1242,238,238,137,19,19,1654,324,324,7.649357901,-0.49981337000000003,-0.49981337000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,Владимирская область,1482,240,240,162,25,25,1966,312,312,7.612781955,-0.03657594600000014,-0.03657594600000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,9,Владимирская область,1704,222,222,183,21,21,2245,279,279,7.537067545,-0.07571440999999979,-0.07571440999999979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,10,Владимирская область,1933,229,229,214,31,31,2530,285,285,7.798833819,0.2617662740000002,0.2617662740000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,11,Владимирская область,2145,212,212,235,21,21,2805,275,275,7.730263158,-0.06857066100000075,-0.06857066100000075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,12,Владимирская область,2389,244,244,263,28,28,3159,354,354,7.685563998,-0.044699159999999516,-0.044699159999999516,19.08096496,19.08096496,1.734633178181818,5.211574054,5.211574054,0.4737794594545454,531210,531210,48291.818181818184,416450,416450,37859.09090909091,54767,54767,4978.818181818182,5250,5250,477.27272727272725,730060,413093,68848.83333333333,226410,106602,17767,30227,12629,2104.8333333333335,2541,1209,201.5,195083,105227,17537.833333333332,28619,12605,2100.8333333333335,2534,1202,200.33333333333334,678687,410867,68477.83333333333
2018,1,Воронежская область,158,158,158,20,20,20,210,210,210,8.695652174,8.695652174,8.695652174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,Воронежская область,333,175,175,40,20,20,434,224,224,8.438818565,-0.2568336089999992,-0.2568336089999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,Воронежская область,478,145,145,62,22,22,650,216,216,8.707865169,0.2690466039999997,0.2690466039999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,Воронежская область,657,179,179,88,26,26,862,212,212,9.263157895,0.5552927260000011,0.5552927260000011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5,Воронежская область,934,277,277,118,30,30,1204,342,342,8.925869894,-0.337288001000001,-0.337288001000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,Воронежская область,1238,304,304,154,36,36,1614,410,410,8.71040724,-0.21546265399999953,-0.21546265399999953,,,,,,,,,,,,,,,,,,,1061061,1061061,212212.2,131455,131455,26291,6885,6885,1377,220,220,44,94849,94849,18969.8,6787,6787,1357.4,218,218,43.6,959703,959703,191940.6
2018,7,Воронежская область,1557,319,319,213,59,59,2029,415,415,9.50044603,0.7900387900000005,0.7900387900000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,Воронежская область,1920,363,363,268,55,55,2514,485,485,9.633357297,0.132911266999999,0.132911266999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,9,Воронежская область,2227,307,307,335,67,67,2898,384,384,10.36189298,0.7285356830000005,0.7285356830000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,10,Воронежская область,2541,314,314,382,47,47,3278,380,380,10.43715847,0.0752654899999996,0.0752654899999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,11,Воронежская область,2803,262,262,416,34,34,3595,317,317,10.37147843,-0.06568004000000016,-0.06568004000000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,12,Воронежская область,3010,207,207,443,27,27,3852,257,257,10.31431898,-0.057159450000000334,-0.057159450000000334,18.98217818,18.98217818,1.7256525618181817,4.521783154,4.521783154,0.41107119581818186,1058185,1058185,96198.63636363637,837269,837269,76115.36363636363,109043,109043,9913,12446,12446,1131.4545454545455,2651227,1590166,265027.6666666667,259178,127723,21287.166666666668,11108,4223,703.8333333333334,347,127,21.166666666666668,181658,86809,14468.166666666666,10932,4145,690.8333333333334,341,123,20.5,2387950,1428247,238041.16666666666
2018,1,Ивановская область,87,87,87,4,4,4,112,112,112,3.448275862,3.448275862,3.448275862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,2,Ивановская область,153,66,66,6,2,2,207,95,95,2.816901408,-0.6313744539999999,-0.6313744539999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,3,Ивановская область,221,68,68,7,1,1,289,82,82,2.364864865,-0.4520365430000002,-0.4520365430000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,4,Ивановская область,293,72,72,7,0,0,384,95,95,1.79028133,-0.5745835349999999,-0.5745835349999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,5,Ивановская область,429,136,136,14,7,7,560,176,176,2.43902439,0.6487430600000001,0.6487430600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,6,Ивановская область,561,132,132,23,9,9,723,163,163,3.08310992,0.6440855299999999,0.6440855299999999,,,,,,,,,,,,,,,,,,,163379,163379,32675.8,63844,63844,12768.8,3225,3225,645,908,908,181.6,44772,44772,8954.4,,,,,,,105287,105287,21057.4
2018,7,Ивановская область,694,133,133,35,12,12,887,164,164,3.796095445,0.7129855250000001,0.7129855250000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,8,Ивановская область,818,124,124,47,12,12,1051,164,164,4.280510018,0.484414573,0.484414573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,9,Ивановская область,921,103,103,55,8,8,1175,124,124,4.471544715,0.1910346970000001,0.1910346970000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,10,Ивановская область,1055,134,134,62,7,7,1360,185,185,4.360056259,-0.11148845600000001,-0.11148845600000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
